,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
3522,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-499,Pvt Ltd,>4,14,Non Job-Seekers
3523,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,19,5000-9999,Pvt Ltd,1,44,Non Job-Seekers
3524,0.794,Unspecified,Has relevent experience,no_enrollment,Graduate,Other,1,100-499,NGO,1,21,Non Job-Seekers
3525,0.91,Male,No relevent experience,Full time course,Masters,STEM,14,Missing,Missing,2,76,Job-Seekers
3526,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,50-99,NGO,>4,54,Non Job-Seekers
3527,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Missing,never,56,Non Job-Seekers
3528,0.698,Female,No relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,1,51,Non Job-Seekers
3529,0.725,Male,No relevent experience,no_enrollment,Masters,STEM,8,Missing,Missing,2,10,Job-Seekers
3530,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,15,50-99,Funded Startup,2,40,Non Job-Seekers
3531,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,>4,33,Non Job-Seekers
3532,0.91,Male,Has relevent experience,no_enrollment,High School,No Major,>20,Missing,Pvt Ltd,2,30,Non Job-Seekers
3533,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1,39,Non Job-Seekers
3534,0.92,Male,No relevent experience,Full time course,High School,No Major,2,50-99,Missing,never,25,Job-Seekers
3535,0.92,Male,Has relevent experience,no_enrollment,Primary School,No Major,9,<10,Pvt Ltd,>4,46,Non Job-Seekers
3536,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-499,Pvt Ltd,>4,14,Non Job-Seekers
3537,0.884,Other,Has relevent experience,no_enrollment,Masters,STEM,10,100-499,Pvt Ltd,>4,141,Non Job-Seekers
3538,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,Missing,Missing,1,70,Job-Seekers
3539,0.92,Male,Has relevent experience,no_enrollment,High School,No Major,6,500-999,Pvt Ltd,2,62,Non Job-Seekers
3540,0.624,Male,No relevent experience,Full time course,High School,No Major,2,No company,No company,never,43,Non Job-Seekers
3541,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,>20,50-99,Pvt Ltd,>4,135,Non Job-Seekers
3542,0.843,Male,No relevent experience,Full time course,Graduate,STEM,4,No company,No company,never,30,Job-Seekers
3543,0.55,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Missing,1,104,Job-Seekers
3544,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,134,Non Job-Seekers
3545,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,>4,85,Non Job-Seekers
3546,0.893,Unspecified,No relevent experience,Full time course,Graduate,STEM,7,No company,No company,never,39,Non Job-Seekers
3547,0.754,Male,Has relevent experience,Full time course,High School,No Major,4,10000+,Pvt Ltd,1,158,Non Job-Seekers
3548,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,102,Non Job-Seekers
3550,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,84,Non Job-Seekers
3551,0.624,Unspecified,Has relevent experience,Full time course,Graduate,STEM,3,<10,Public Sector,1,43,Job-Seekers
3552,0.939,Unspecified,No relevent experience,Full time course,Graduate,STEM,2,Missing,Missing,1,94,Non Job-Seekers
3553,0.855,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,10,Missing,Missing,1,59,Non Job-Seekers
3554,0.91,Female,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,47,Non Job-Seekers
3555,0.887,Male,Has relevent experience,Full time course,Graduate,STEM,>20,50-99,Pvt Ltd,1,23,Non Job-Seekers
3556,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,1,12,Non Job-Seekers
3557,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Missing,Missing,1,96,Job-Seekers
3558,0.897,Male,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,1,74,Non Job-Seekers
3559,0.91,Unspecified,No relevent experience,Full time course,Graduate,STEM,9,Missing,Missing,1,22,Non Job-Seekers
3560,0.624,Male,No relevent experience,no_enrollment,Graduate,Other,3,Missing,Missing,2,151,Job-Seekers
3561,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,NGO,1,59,Non Job-Seekers
3562,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,>4,40,Non Job-Seekers
3563,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,13,100-499,Funded Startup,2,12,Non Job-Seekers
3565,0.754,Female,Has relevent experience,no_enrollment,Masters,STEM,14,100-499,Funded Startup,2,47,Non Job-Seekers
3566,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,Missing,Missing,1,6,Job-Seekers
3567,0.527,Male,No relevent experience,Part time course,Graduate,Business Degree,4,Missing,Missing,1,35,Non Job-Seekers
3569,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,>4,57,Non Job-Seekers
3570,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,>4,24,Job-Seekers
3571,0.895,Male,No relevent experience,no_enrollment,High School,No Major,7,Missing,Missing,>4,86,Non Job-Seekers
3572,0.878,Male,No relevent experience,Full time course,High School,No Major,12,Missing,Missing,4,10,Non Job-Seekers
3573,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Funded Startup,3,30,Non Job-Seekers
3574,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Missing,1,28,Non Job-Seekers
3575,0.903,Unspecified,Has relevent experience,Full time course,Masters,STEM,15,10000+,Pvt Ltd,1,224,Non Job-Seekers
3576,0.897,Male,No relevent experience,Full time course,Graduate,STEM,7,Missing,Missing,2,46,Job-Seekers
3577,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Missing,1,192,Non Job-Seekers
3578,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,9,Non Job-Seekers
3579,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,34,Job-Seekers
3580,0.92,Unspecified,Has relevent experience,Part time course,Graduate,STEM,15,100-499,Pvt Ltd,2,18,Non Job-Seekers
3581,0.89,Male,Has relevent experience,no_enrollment,High School,No Major,>20,500-999,Pvt Ltd,>4,43,Non Job-Seekers
3582,0.92,Male,No relevent experience,Full time course,Graduate,STEM,13,No company,No company,never,256,Non Job-Seekers
3583,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Missing,1,59,Non Job-Seekers
3584,0.91,Other,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,33,Non Job-Seekers
3585,0.624,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,<1,10/49,Pvt Ltd,never,66,Job-Seekers
3586,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,82,Non Job-Seekers
3587,0.897,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,9,100-499,Pvt Ltd,1,246,Non Job-Seekers
3588,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,100-499,Pvt Ltd,3,50,Non Job-Seekers
3589,0.848,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-499,Pvt Ltd,3,85,Non Job-Seekers
3590,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,<10,Missing,1,2,Non Job-Seekers
3591,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Missing,Missing,1,18,Job-Seekers
3592,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,2,17,Non Job-Seekers
3593,0.89,Male,No relevent experience,Full time course,Graduate,STEM,7,Missing,Missing,1,152,Job-Seekers
3594,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,2,22,Non Job-Seekers
3595,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,1,Missing,Missing,1,24,Job-Seekers
3596,0.925,Male,Has relevent experience,no_enrollment,High School,No Major,9,100-499,Pvt Ltd,1,68,Non Job-Seekers
3597,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,57,Job-Seekers
3598,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,NGO,3,266,Non Job-Seekers
3599,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,1,48,Non Job-Seekers
3600,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,>4,43,Non Job-Seekers
3601,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,100-499,Pvt Ltd,2,5,Job-Seekers
3602,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1,47,Non Job-Seekers
3603,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,65,Non Job-Seekers
3604,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,4,44,Non Job-Seekers
3605,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,31,Non Job-Seekers
3606,0.91,Male,Has relevent experience,no_enrollment,Masters,Other,19,Missing,Missing,1,15,Non Job-Seekers
3607,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,3,105,Non Job-Seekers
3608,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,50,Non Job-Seekers
3609,0.926,Male,Has relevent experience,Part time course,Graduate,Arts,7,50-99,Pvt Ltd,2,19,Non Job-Seekers
3610,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,>4,6,Non Job-Seekers
3611,0.92,Male,No relevent experience,Full time course,Masters,STEM,6,No company,No company,never,14,Job-Seekers
3612,0.743,Unspecified,Has relevent experience,no_enrollment,High School,No Major,1,1000-4999,Pvt Ltd,1,132,Non Job-Seekers
3613,0.624,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,1,69,Non Job-Seekers
3614,0.855,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,8,Missing,Missing,2,41,Job-Seekers
3615,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,19,Missing,Missing,1,88,Non Job-Seekers
3616,0.91,Unspecified,No relevent experience,no_enrollment,High School,No Major,7,1000-4999,Public Sector,>4,32,Non Job-Seekers
3617,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,9,10/49,Pvt Ltd,1,91,Non Job-Seekers
3618,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,58,Job-Seekers
3619,0.624,Male,Has relevent experience,Full time course,Masters,STEM,13,Missing,Missing,2,166,Non Job-Seekers
3620,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,3,52,Non Job-Seekers
3621,0.743,Male,Has relevent experience,Part time course,Graduate,STEM,2,100-499,Missing,1,16,Non Job-Seekers
3622,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-499,Pvt Ltd,2,83,Non Job-Seekers
3623,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Missing,Missing,1,88,Non Job-Seekers
3624,0.91,Male,Has relevent experience,no_enrollment,High School,No Major,16,Missing,Missing,1,282,Non Job-Seekers
3625,0.624,Unspecified,Has relevent experience,Full time course,Graduate,STEM,<1,50-99,Pvt Ltd,1,94,Job-Seekers
3626,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-499,Pvt Ltd,1,8,Non Job-Seekers
3627,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-499,Pvt Ltd,1,21,Non Job-Seekers
3628,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-499,Pvt Ltd,never,102,Non Job-Seekers
3629,0.691,Male,No relevent experience,Full time course,High School,No Major,2,No company,No company,never,55,Non Job-Seekers
3630,0.895,Male,Has relevent experience,Part time course,Masters,STEM,9,<10,Funded Startup,2,26,Non Job-Seekers
3631,0.698,Male,No relevent experience,Full time course,Graduate,STEM,2,Missing,Pvt Ltd,never,16,Non Job-Seekers
3632,0.92,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Public Sector,1,314,Non Job-Seekers
3634,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-499,Pvt Ltd,1,42,Non Job-Seekers
3635,0.92,Unspecified,No relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,>4,36,Job-Seekers
3636,0.7759999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,1,104,Non Job-Seekers
3637,0.624,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,2,158,Non Job-Seekers
3639,0.91,Unspecified,No relevent experience,no_enrollment,Graduate,Arts,2,Missing,Missing,2,21,Job-Seekers
3640,0.884,Other,Has relevent experience,Part time course,Masters,STEM,>20,10/49,Funded Startup,2,5,Non Job-Seekers
3641,0.848,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10/49,Early Stage Startup,1,31,Non Job-Seekers
3642,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,43,Job-Seekers
3643,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Funded Startup,>4,4,Non Job-Seekers
3644,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,1,114,Non Job-Seekers
3645,0.926,Unspecified,Has relevent experience,no_enrollment,Graduate,Business Degree,12,Missing,Missing,>4,35,Non Job-Seekers
3646,0.55,Male,Has relevent experience,Part time course,Graduate,STEM,2,10/49,Early Stage Startup,1,41,Non Job-Seekers
3647,0.794,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,36,Non Job-Seekers
3648,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,10,10/49,Pvt Ltd,1,52,Non Job-Seekers
3649,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,never,170,Non Job-Seekers
3650,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,204,Non Job-Seekers
3651,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,>4,157,Non Job-Seekers
3652,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Pvt Ltd,2,7,Non Job-Seekers
3653,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,4,192,Job-Seekers
3654,0.926,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,5,Missing,Missing,1,39,Non Job-Seekers
3655,0.939,Male,No relevent experience,Full time course,Graduate,STEM,9,Missing,Missing,2,39,Non Job-Seekers
3656,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,4,Job-Seekers
3657,0.926,Male,No relevent experience,Full time course,Graduate,STEM,9,10000+,Pvt Ltd,never,74,Non Job-Seekers
3658,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,500-999,Pvt Ltd,1,51,Non Job-Seekers
3659,0.624,Male,No relevent experience,no_enrollment,Graduate,Other,6,Missing,Missing,1,58,Job-Seekers
3660,0.878,Unspecified,Has relevent experience,Part time course,Masters,STEM,17,1000-4999,Pvt Ltd,1,102,Non Job-Seekers
3661,0.92,Unspecified,No relevent experience,Full time course,Graduate,STEM,5,100-499,Public Sector,1,81,Non Job-Seekers
3663,0.5579999999999999,Male,No relevent experience,Full time course,High School,No Major,2,No company,No company,never,100,Non Job-Seekers
3664,0.878,Male,Has relevent experience,no_enrollment,High School,No Major,11,5000-9999,Pvt Ltd,3,178,Non Job-Seekers
3665,0.55,Unspecified,No relevent experience,Full time course,Graduate,STEM,1,Missing,Missing,1,101,Job-Seekers
3666,0.897,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,7,Missing,Missing,1,65,Non Job-Seekers
3667,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-499,Pvt Ltd,1,44,Non Job-Seekers
3668,0.939,Male,No relevent experience,no_enrollment,High School,No Major,3,10000+,Pvt Ltd,3,59,Non Job-Seekers
3669,0.91,Unspecified,No relevent experience,Full time course,Graduate,STEM,6,Missing,Pvt Ltd,1,35,Non Job-Seekers
3670,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,Missing,Missing,>4,46,Non Job-Seekers
3671,0.836,Male,Has relevent experience,Full time course,High School,No Major,3,50-99,Pvt Ltd,1,10,Non Job-Seekers
3672,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,Missing,Missing,>4,46,Job-Seekers
3674,0.624,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,16,10/49,Pvt Ltd,3,91,Job-Seekers
3675,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,8,Missing,Missing,1,111,Job-Seekers
3676,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Funded Startup,1,104,Non Job-Seekers
3677,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,never,10,Non Job-Seekers
3678,0.92,Male,No relevent experience,Full time course,High School,No Major,6,Missing,Pvt Ltd,never,48,Non Job-Seekers
3679,0.887,Male,Has relevent experience,no_enrollment,Graduate,Other,14,<10,Pvt Ltd,1,64,Non Job-Seekers
3680,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,1,24,Non Job-Seekers
3681,0.92,Male,No relevent experience,Full time course,High School,No Major,4,1000-4999,Pvt Ltd,1,23,Non Job-Seekers
3682,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,3,<10,Pvt Ltd,2,10,Non Job-Seekers
3683,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,3,1000-4999,Pvt Ltd,1,26,Non Job-Seekers
3684,0.836,Male,Has relevent experience,Part time course,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,29,Non Job-Seekers
3685,0.624,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,7,100-499,Funded Startup,1,11,Job-Seekers
3686,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-499,Pvt Ltd,>4,50,Job-Seekers
3687,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Missing,Missing,1,49,Non Job-Seekers
3688,0.925,Male,No relevent experience,Full time course,Graduate,STEM,3,100-499,NGO,2,13,Non Job-Seekers
3689,0.92,Unspecified,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,83,Non Job-Seekers
3690,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,NGO,>4,148,Non Job-Seekers
3691,0.624,Unspecified,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Missing,2,44,Non Job-Seekers
3692,0.926,Male,No relevent experience,no_enrollment,High School,No Major,2,Missing,Pvt Ltd,never,67,Non Job-Seekers
3693,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,110,Non Job-Seekers
3694,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-499,Pvt Ltd,>4,41,Non Job-Seekers
3695,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,Missing,Missing,1,90,Non Job-Seekers
3696,0.92,Male,No relevent experience,Full time course,High School,No Major,3,Missing,Missing,1,56,Non Job-Seekers
3697,0.915,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,37,Non Job-Seekers
3698,0.926,Male,No relevent experience,Full time course,Masters,STEM,11,10/49,Public Sector,1,11,Non Job-Seekers
3699,0.795,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-499,Public Sector,>4,99,Non Job-Seekers
3700,0.884,Male,Has relevent experience,no_enrollment,Graduate,Other,5,<10,Pvt Ltd,1,28,Non Job-Seekers
3701,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,500-999,Other,>4,28,Non Job-Seekers
